text,label
"Купил телефон Samsung Galaxy S7 в августе 2016 года. После 2-ух месячного использования, перестала работать быстрая зарядка и телефон перестал определяться в компьютере, заряжается около 6 часов. Обратился в авторизованный центр, где мне было отказано в гарантии по причине царапины на корпусе (механические повреждения). То есть просто из-за царапины на корпусе вам будет отказано в гарантии.Обратился в поддержку Samsung с требованием прояснить ситуацию - поддержка неадекватная, на поставленные вопросы не отвечает. Промурыжили неделю и дали точно такой же ответ. Наплевательское отношение к потребителям.Теперь, пошел сдавать телефон в ремонт за деньги. В авторизованном сервисе сказали, что необходимо заменить порт, а он идет вместе с дисплейным блоком. То есть надо менять и дисплей, а это 21 000 руб.Итого:Купил флагмана Samsung за 50 000 руб.,Через 2 месяца у него сломался порт и мне предлагают заплатить за ремонт около 50% стоимости телефона. Нафик такие флагманы!Очень разочарован в компании Samsung! Больше никогда не куплю у них техники и вам не советую! Хрень Скорость работы Кабальные условия гарантии, одноразовая плата, ненадежность",1
"Чувство собственного достоинства, вызванное покупкой этого модного и дорогого устройства, омрачилось сомнением, когда после недели эксплуатации и установки всех необходимых мне приложений, смартфон стал «тормозить» и произвольно перезагружаться. Спустя ещё несколько дней, я не смог привести смартфон в рабочее состояние – на нажатие кнопок он никак не реагировал. Тогда я пожалел, что нет возможности извлечь батарею и разгрузить систему. Отложив устройство в сторону, я подождал минут тридцать. Затем, я взял его в руку и почувствовал жжение! Корпус очень сильно нагрелся. Нагревание корпуса продолжалось, несмотря на то, что смартфон был обесточен. Опасаясь взрыва, свойственного несчастным «Note», я вынес устройство на балкон. Спустя два часа, телефон остыл, и я смог его включить. Всё мою описанное произошло в 15-дневный срок с момента покупки, поэтому я отнёс телефон обратно в магазин и потребовал вернуть мне деньги. Думаю, что смартфон с прекрасными характеристиками и отличным дизайном сможет радовать владельцев после устранения производителем соответствующих недостатков. Очень жаль расставаться. Может, мне не повезло и мне выпал единственный в магазине бракованный аппарат? Приобрести ещё раз эту же модель? Русская рулетка… ахуенные Технические характеристики, дизайн, статусность Резкий нагрев корпуса без видимых причин (не на зарядке), произвольная перезагрузка, зависания",1
"На фоне цены, телефон раздражает. Он просто не стоит своих денег. уебищная Хорошая картинка на экране, хорошая камера. Телефон быстро работает. Батарея неплохая. Не страшно говорить под дождём. Косячит автоповорот экрана (!!!). Навязчивый контент от Самсунга и Гугла, от которого просто не скрыться. Обновления ПО - отдельная тема. Каждый раз приходится подолгу копаться в настройках, или заново привыкать к нововведениям. Зачем они это делают - я не знаю.",1
"Дорого и ненадежно. Ремонту не подлежит. г ... Купил Галакси С7 как только они появились. Первые полгода был в восторге, все работало четко, легко и красиво. Примерно через полгода телефон во время зарядки стал нагреваться и отключался, сожрав остаток батарейки. Включался через некоторое время через аварийный режим. В сервисном центре в гарантийном ремонте отказали. Но сказали. что надо менять плату (25 т. руб). Телефон продолжал глючить. Обратился в другой цент, сказали, что надо поменять АКБ, цепь зарядки и контролер, т.к. они все в одном блоке (12.5 т.руб). Сделали. Телефон вообще перестал работать. Теперь говорят, что надо попробовать менять плату.Дело в том, что устройство таково, что его в принципе нельзя отремонтировать, а можно только наугад менять блоки и узлы, которые очень дороги.",1
"В Samsung Galaxy S7 нет NFC ! Не поддерживаются самые распространенные NFC-метки - MIFARE Classic 1K. Я бы не купил этот телефон если бы знал заранее. Про этот факт можно нарыть только в дебрях форумов. Перед покупкой я уже шел на компромисс, отказываясь от FM радио, которое было у меня в HTC ONE и в нем же читались все NFC метки и тройка и бумажные билеты. Справедливости ради в S7 бумажные читаются. Но это говорит о том, что  возможно Samsung с экономили на контроллер в своем &quot;фЛАГМАНЕ&quot;  В общем это отдельный большой вопрос к Самсунгу. В телефоне за 45-50 тысяч, контроллер должен поддерживать самые распространенные NFC метки. бл@ть Просто добротно собранный телефон c хорошим дисплеем, звуком на 4-ку, стильным дизайном, замечательной камерой и сильным железом. Ни один из оставивших отзыв не написал, что оказывается контроллер NFC в телефоне какой-то особенный. Он НЕ ЧИТАЕТ транспортную карту ТРОЙКА!!!. Если бы я прочитал такой отзыв перед покупкой, я бы никогда не купил этот .&quot;фЛАГМАН&quot;.   Это просто фейерично - вставить такой контроллер. Это все равно, что нет NFC!",1
"Сам телефон шикарен и без подобен и если бы он не заявлялся как дуос или имел бы реальную двухсимочность то моя оценка была бы 5+ а так когда тебе говорят дуос а потом оказывается что либо дуос звонилка либо 1сим но полноценный смарт. 32 гб дня такого смарта на борту это ни о чем потому 2хсимочности по сути нет, а если отказаться от SD то тогда смысл этой крутой камеры и других фишек куда все это писать? а клеить бутерброды из флешки на 200гб за 7к и симки предварительно поработав напильником уж извольте)) Если была бы версия смарта с 128 или 256гб на борту то да тогда можно было бы называть это чудо 2х симочным.Еще довольно неприятная мелочь это проблема защиты экрана и заднего стекла на зад защитного стекла вообще нет в природе а спереди Классические стекла клеятся с большими зазорами по краям что выглядет ужасно, а так называемые 3d стекла клеятся на 2хсторонний скотч только по краям соответственно между экраном и стеклом остается зазор что сильно ухудшает качество картинки создает дополнительную зеркальность, туда забивается грязь, но главное что сенсор с таким стеклом сильно тупит приходится давить сильнее и не всегда нажимается то что надо. одним словом нормально и красиво защитить стекло у вас не получится(( проебалл Дизайн (первый самсунг на который приятно смотреть)Качество сборки (первый самсунг реально собранный качественно)скорость работы (первый самсунг у которого не тормозит тачвиз)автономность (2 дня легко активно юзаю)скорость заряда (на полную меньше часа)камера лучше не найти фактическое отсутствие заявленной 2х симочности (Для меня главный недостаток)отсутствие нормальных защитных стекол knoxвнешний динамик слабоватНедоступный Samsung Pay при knox 0*1",1
"денег своих не стоит особенно обслуживание и ремонт, замена дисплея 20  тыс. Упал один раз и сразу в дребезги при том что был в чехле и упал с метра на мягкий пол. проебалл нет хрупкий, скользкий, плохо держит батарею.",1
"Всем доволен кроме работы мобильного интернета!!! херня Гонка Почему никто не пишет о проблеме с мобильным интернетом? Тут одна большая проблема в данной модели отваливается интернет, я перепробовал всех операторов в своем городе (Новосибирск) ,подозревал проблемы в связи, но как оказалось у телефона проблемы происходят при переключении между режимами 2г-3г-4г и пока происходит реконнект проходит очччень много времени, а вкл-выкл мобильный интернет тратит нервы, особенно это заметно в дороге. Поэтому оценка для топового телефона соответствующая! Спасибо за внимание!!!",1
"Как смартфон работает хорошо, камера снимает качественно и быстро. Батарея еле доживает до вечера, если использовать только звонки и IM типа viber и без wi-fi.Но самый большой сюрприз был после того, как телефон выскользнул из рук и упал на пол. Это сразу разбило хваленое закаленое &quot;по запатентованной технологии&quot; стекло, причем как на экране, так и на задней крышке, не смотря на то, что телефон был в бампере. Теперь ремонт займет около $400, потому что стекло не меняется без экрана, а когда снимают экран, то с большой вероятностью лопается заднее стекло, если на нем есть хоть какие-то повреждения. Такие грустные подробности мне сообщили уже в авторизированном сервисном центре. Вот вам такие &quot;качественные&quot; и &quot;надежные&quot; материалы корпуса. Теперь, прийдется купить глухой чехол вместо бампера. Ну и зачем тогда эти самсунговские оды дизайну и стеклам сзади, если их все равно никто не увидит? Хрень камеравнутрення начинка Стекло экранаСтекло на задней крышкеСлабая батарея",1
"Купил телефон взамен внезапно отказавшегося работать iPhone 5, который верой и правдой прослужил почти четыре года, натерпевшись за это время всякого, от обычного асфальта до солёных песков Каракумы. Не имея при этом никакой дополнительной защиты он практически не потерял внешний вид. Чего не скажешь про Galaxy S7. Первую царапину на стекле экрана он получил, до сих пор непонятно как, на первом месяце карманной эксплуатации. Царапина глубокая, очень не нравится, но уже привык. После случившегося инцидента было принято решение купить защиту. Выбор пал на фирменный чехол Clear view cover. Он даже спас телефон при падении почти не пострадав. Но в тоже время, он сам по себе является источником очень глубоких, хоть и небольших, царапин по кромке стекла. Кнопка &quot;Домой&quot; и стекло вспышки как будто исцарапаны мелкозернистой шкуркой. В общем после трёх месяцев значительно более бережной эксплуатации S7 выглядит хуже, чем iPhone 5 в конце своей жизни. Привлекательность телефона, к сожалению, утрачена.Учитывая стоимость устройства и полученный опыт, крайне не рекомендую телефон к покупке особенно тем, кто не собирается вокруг него &quot;прыгать&quot;. Соотношение цена-качество на очень плохом уровне.В заключение добавлю, что также владею телефоном Lumia 640, его стоимость в пять раз меньше. За полтора года крайне небрежной эксплуатации ни одной серьёзной царапины или трещины, только несколько едва различимых царапинок. И ещё одно, решился на покупку Galaxy S7 после демонстрации его &quot;возможностей&quot; в одном из магазинов. Выставочный образец кидали стеклом на пол, топили в воде, резали ножом. Повреждений не было. Получается, что образцы, демонстрируемые в салонах, значительно отличаются от реальных устройств, тем самым вводя покупателя в заблуждение. уеби¥¥ая Качество устройства, внешний вид, производительность, качество связи. Да всё отлично, если бы не минусы. 1. Очень заметная дисторсия основной камеры. Если на снимке нет параллельных прямых, то он выглядит просто замечательно. Надо сказать, что камера отличная. Быстрая и качественная. Великолепные ночные снимки. Радует камера до тех пор пока на снимке не появляются бочкообразные параллельные прямые..Программная функция исправления дисторсии не работает.2. В один прекрасный момент телефон перестал видеть карту памяти. Обращение в службу тех.поддержки, желаемого результата не принесло. Выразили символичное &quot;сожаление&quot; и порекомендовали отформатировать карту памяти, а лучше использовать только фирменные карты памяти, а они очень дорогие. Проблема оказалась в следующем: в какой-то момент времени телефон перестаёт распознавать зашифрованную карту памяти, в том числе и фирменную. При этом любую другую видит без всяких проблем, пока её не зашифруешь. Видимо, программный баг. Решение было найдено самостоятельно.3. Бестолковая тех.поддержка.",1
"пиздатые Дизайн, скорость работы. 1. Очень слабая батарейка, еле-еле хватает на день. До этого пользовался Samsung S5 mini и Galaxy A5, у них батареи при том же сипользовании хватало на 2 дня. 2. Камера очень сильно мылит изображение в деталях, врет с балансом белого. На А5 камера лучше, снимки красивее.3. Задняя поверхность все время в отпечатках пальцев, которые сложно стереть, при том что у меня всегда сухие руки никогда не потеют. Из-за этого, кстати, телефон скользкий для меня.     Смартфон не оправдывает рекламу, вернее только для нее и создан, для результатов в тестах и benchmark&apos;ах, но никак не для реальной жизни.",1
Ну такое себе. Мля Камера. Телефон тормозит.,1
"п... Корпус классный! Сенсор отлично работает. Когда играешь, телефон греется, и камера не удобно расположена.",1
"хуйня  Перешел я на этот смартфон с iPhone 5s, на айфоне приложения лучше работали, чем на этом галакси с10е. Телефон немного тормозит именно в некоторых приложениях (например, Каспи, Инстаграмм и т.д.). Иногда могут приложения сами по себе открываться от какого-либо движения или поворота. Экран не очень, на старом айфоне намного лучше было, в частности, именно восприятие касания. Эх, надо было мне айфон новый брать. Жалею.",1
"Магазин супер.) iPhone X качество не понравилось, хрустит корпус, попросил заменить. Обратился в сервис центр, сказали, что это не гарантийный случай. Обратился в магазин, произвели обмен товара на новый. бл*ть",1
"Спасибо, Каспи Магазин. уебище Качество фотографий, и все функции очень удобные Аккумулятор очень быстро разряжается, даже на полдня не хватает! Надеюсь, что мне решат эту проблему.",1
"сучка  Металлический звук при разговоре.
Произвольное отключение от вай-фай, не отображается (если оно вообще есть) факт использования 4г сети.
В сервис, на замену...",1
"Спустя, некоторое время на экране смартфона появилась полоска. Вернул товар в магазин, но магазин в возврате отказал, сообщив, что заводской брак не подтвержден, и в смартфон попала влага. сучки",1
"Сразу сдали обратно. Товар приняли на основании заводского брака. бля  Начал зависать, сам по себе перезагружаться. Хотя память 64Гб, и ещё пустая, не успел насладиться, как начались проблемы. До этого 2 месяца назад брал Хуавен р20 и Сяоми Ми 2А - никаких проблем и нареканий! А Айфон 10 разочаровал!",1
Не очень дрянью,1
"Интернет не работает. Заходишь в Гугл - виснет, команды другие выполняет. Хочешь что-то скачать, боишься, что лопнет. Не берите это фуфло. бл*ть Ничего. Ужасный телефон. Смартфоном его не назовешь. Просто звонилка. Лучше бы взял кирпич.",1
"Телефон получил быстро, без каких-либо проблем. Комплектующие в порядке. говно  Приобрел телефон Samsung s8 edge. Сборка Тайваньская, соответственно, качество оставляет желать лучшего. При использовании, даже в короткий срок, просмотр видео, скачивание приложений, имеет свойство нагреваться, что становится неприятно рукам. К сожалению, телефон вернуть не удалось по причине того, что человек, которому подарил телефон, сильно поцарапал его. :(",1
"Все хорошо, только батарея плохая, долго не держит. хуйня",1
"ахуенные  Неудобный смартфон, нормально не лежит в руке. Где камера, там собирается пыль, мусор, всякое. Быстро садится батарейка. За такую сумму можно телефон покруче найти.",1
"Завтра поеду менять, батарея садится через полчаса бл",1
"Сырая модель. дрянью  Слабая модель во всех отношениях. Сбрасывает сам по себе приложения, функции, такие как заметки и задачи, вообще не проработаны. Модель именно для работы не годится, так, если взять малышам, чтобы смотрели мультики. Камера тоже слабая.",1
"нихера…  Фотографии искажаются, отображают ненастоящий цвет. Батарея слабая",1
б...  Зарядка быстро садится.,1
"сучка  Передняя камера плохая, зря я взял. Батарея тоже не очень",1
"говно  Нет в комплекте ни силиконовой накладки, ни антиударного стекла, даже наушников нет",1
"В остальном, телефон хороший. сучки  В телефоне есть функция виброотклика при взятии трубки собеседником и окончании разговора. Данная функция не отключается, тогда как у других производителях и возможно моделях, эта функция отключается.",1
"онваг Телефон в принципе хороший. Не прошло 2 месяцев, отказал отпечаток пальца, не просто отказал, а в настройках пропал. Теперь говорят сдать на 3 рабочих дня телефон на диагностику, дальше если нужны будут какие-либо детали, тогда до месяца ожидания...",1
херня  Просто игрушка,1
Класс жопой Очень быстро реагирует Батарейка слабая,1
пздц  Телефон тормозит и батарейка слабая.,1
"Наверное, все-таки лучше брать Самсунг или Айфон. Huawei разочаровал. Не рекомендую. г ...",1
Красивый телефон онваг Мне айфон 7 плюс понравился внешне Батарея,1
"Не очень товар онваг  Быстро садится батарея, и сканер отпечатка пальца долго думает",1
Не советую жопа,1
"жопе  Телефон зависает, мне не понравилась камера, она мутная.",1
"хер.. Только модель понравилась! Не понравилось то, что интернет не работает, то зависает.",1
бл  Камера очень плохая. Телефон неудобная.,1
Nokia 6300 в сто раз лучше ахуенные Ничего Всё,1
"жопой Ничего. Прежде чем купить данный телефон, прочитала множество отзывов, в основном они были положительными. Купила. Камера очень низкого качества. Подвисает. В общем, сказать, что  покупкой недовольна, это ничего сказать. Хотела вернуть, возврат товара отменен на законодательном уровне. Потеря денег и нервов. Однозначно не рекомендую покупать.",1
"А так все хорошо нихера… Тонкий, красивый Плохо грузит",1
"бл*ть Красиво смотрится, удобный в руке. Подсветку экрана вообще не видно днем - это огромный минус. И при зарядке сильно греется. Уже пожалел, что купил. Купился на цену, и думал Nokia. Прошло её время.",1
"Телефон дорогой и не стоит этих денег. уебище Ничего не понравилось, в первый же день пользования телефоном хотел вернуть обратно в магазин. Очень слабая батарея, нет защитных стекол в продаже, и нет разъема для наушников. Стабилизации нет совсем. Связь ловит плохо, если нет всех делений антенны, то связь прерывается. Приложения работают со сбоем. В кармане постоянно загорается экран, нет защитных стекол на объектив камеры. Слайдер забивается пылью и мелким мусором. Не советую покупать такой телефон.",1
"уеби¥¥ая  До этого украли Xiaomi Redmi 5 стоимостью в 50.000 тг. Жаль, что его сейчас не выпускают. Разница в чёткости камеры на немного, и FaceID, и ничего особенного, а переплата 163.000 тг. Честно, разочарован",1
"Не стоит денег абсолютно. распиздяйские Два плюса: экран супер амолед и процессор.  Батарея. Слайдер, который шатается (даже месяц не прошёл) и запыляется постоянно. Качество сети не очень, камера так себе, стекол и чехлов в городе нет. Поэтому 2 звезды.",1
"хуйня Разблокировка отпечатком и фейс айди огонь!) Камера мертвяк!  
AUX туфтовый, гонит! 
Аккумулятор не фонтан, для своих 4500!",1
"Перешёл с Самсунга на Ми 8. Лучше бы взял Самсунг. дерьмо Быстродействие, жесты. Экран не нравится, реклама в приложениях, MIUI, батарея так себе если честно, нет режима в перчатках, камера.",1
"говна Ничего не понравилось! При выборе телефона долго искал, смотрел, изучал отзывы. Ваши отзывы все прямо положительные – писали, что телефон супер, однако еще и переплата составила сорок тысяч тенге. Далее, интерфейс ужасный, Китай есть Китай, от самсунга намного отстает в плане начинки. Потом писали, что аппарат летает – заходишь на сайты, не сказал бы, что прям летает. Да, игры вроде поддерживает нормально, но в остальном оставляет желать лучшего! Клавиатура просто ужасная. В общем, пожалел я, что купил. Очень скользкий, и еще кажется, что если уронишь, разобьется вдребезги! Аксессуаров на него вообще нет. Лучше надо было купить LG g6. В общем, китайский есть китайский! Далеко им еще до флагманов.",1
"онваг  Батарея слабовата для 4000mAh, и качество камеры слабое.",1
"Г...О  Хуже телефона я не видела, к сожалению.",1
"Телефон купили неделю назад.... Сразу же в день покупки камера начала рябить (знаете, как телевизоры, которые не ловят программы). Но вроде бы на следующий день все пришло в норму... но не тут то было через три дня он решили и вовсе не включать камеру, а если и включал, то сразу же практически появлялась та самая &quot;телевизионная&quot; рябь. Попыталась  восстановить его.... Но не помогло... Как следствие обратилась в Сервисный центр. Сегодня звонила,  сказали, что телефон ремонту не подлежит, заказали новый на обмен.... НО!!!! помимо камеры, оказалось, что есть проблему с сообщениями, контактами, интернетом, а еще вдобавок не работают наушники...(при покупке не проверяли за ненадобностью)PS не спешите с покупкой айфона 7 плюс) думаю, через месяц  они найдут все неисправности, а через два эти ошибки будут исправлены)))) Да,  покупала не РОСС-тест..... хотя всегда была уверена, что продукты Apple один из самых надежных и особых проблем с ним не бывает... дерьмо Достоинства перечислять не буду они все есть на видео в ютубе. А вот что касается недостатков...см. комментарии",1
"жопой Корпус отличный, и камера понравилась Сильно зависает, интернет - это вообще другая тема, экран тоже иногда зависает",1
Средне проебалл,1
"Телефон пришёл в целости и сохранности. Но вилка европейская не для наших розеток. Неудобно, что не положили разъём для подсоединения вилок к розетке. Непродуманно онваг",1
"х... Камера Корпусы әлсіз, тайғақ",1
"пздц  Я думал, он больше. Телефон глючит, нужно все время перезагружать. Программу откроешь, и он зависает.",1
"Телефон тормозит сильно!!! нах  Телефон глючит, тормозит очень сильно!",1
"б...  Зависает тач. И это портит нервы, и нет никакого желания пользоваться. Массовый брак, или софт недопиленый. Почитайте на 4PDA, будет интересно.",1
"Хотелось бы безукоризненной синхронизации браслета и телефона. Если бы не было волокиты с возвратом, то уже бы вернула. И сервис центр в районе железнодорожного вокзала не вызывает огромного желания туда ехать. хер.. В принципе, аппарат неплохой. Камеры для этой ценовой политики отличные просто. Работает быстро. Не понравилось, что телефон не может не открывая приложение синхронизироваться с mi band 3, хотя старый Самсунг делал это превосходно. Думала раз и трекер, и телефон одной марки, проблем с работой не будет вовсе. А тут сюрприз - нужно самой открыть приложение для браслета и следить, чтобы не закрыть случайно, а то ни одно уведомление не придет.",1
"отъебись  Глючит, программа зависает",1
жопе  Связь плохая стала,1
"пздц Ничего Экран ужасный, чуть меняешь угол обзора, ничего не видно. С одним рабочим приложением такси заряда батареи хватает на 5-6 часов, в то время  Z2pley при тех же запросах держит 13-15 часов. Может мне такой попался?",1
"сучки  Плохая работа Bluetooth .
Выгорание экрана .
Нет возможности включить always on display.
Легко царапается экран .",1
"говно Как просто телевизор нормальный. Для кухни неплохо.  Но дорого! Вай-фай работает только на платные каналы. Ютуб, гугл или хром не ловит. Этих денег не стоит.",1
"Телефон купили неделю назад.... Сразу же в день покупки камера начала рябить (знаете, как телевизоры, которые не ловят программы). Но вроде бы на следующий день все пришло в норму... но не тут то было через три дня он решили и вовсе не включать камеру, а если и включал, то сразу же практически появлялась та самая &quot;телевизионная&quot; рябь. Попыталась  восстановить его.... Но не помогло... Как следствие обратилась в Сервисный центр. Сегодня звонила,  сказали, что телефон ремонту не подлежит, заказали новый на обмен.... НО!!!! помимо камеры, оказалось, что есть проблему с сообщениями, контактами, интернетом, а еще вдобавок не работают наушники...(при покупке не проверяли за ненадобностью)PS не спешите с покупкой айфона 7 плюс) думаю, через месяц  они найдут все неисправности, а через два эти ошибки будут исправлены)))) Да,  покупала не РОСС-тест..... хотя всегда была уверена, что продукты Apple один из самых надежных и особых проблем с ним не бывает... Г...О Достоинства перечислять не буду они все есть на видео в ютубе. А вот что касается недостатков...см. комментарии",1
"Ничего не понравилось постоянно страх, что телефон зависнет. распиздяйские  После покупки телефона на 20-ый день начал тормозить экран. Когда хочешь открыть параллельно другую страницу, экран зависает. Сначала думала перегрузка, быстро перезагрузила телефон. Нет, опять такое состояние. 2-3 дня начала меньше открывать социальные сети, но без результатов. Решила завтра идти в магазин и сдать телефон. Полное разочарование.",1
"Ужасный телефон. Фотографирует лучше моего 6с, но нужно привыкнуть. сучки  К сожалению, он меня разочаровал всем - и цветом, и камерой, и размером экрана.",1
"Телефон супер! сучки Здравствуйте! 
Телефон хороший. Когда фотографируешь, в камере звука нет!
И один динамик не работает.",1
"срать  Плохой. Не работает вибрация, как на Самсунг.",1
"бл*ть  Вернула телефон. В Ватсапе камера зависала, не могла открыть. И так пару раз.",1
уеби¥¥ая *сарказм* 2 симки можно использовать. После обновления чёлку нельзя скрыть. Да и камера отстой. Супер точный gps - туфта.,1
"Для любителей делать фото и ОС Android с процессором Snapdragon! онваг  Аппарат большой, в руке не лежит. Техническая сторона все ок, не виснет, не лагает. Но объём в 3400 мА/ч не хватает на сутки при нормальном использовании. IPhone 6 с объемом в 1680 мА/ч и то на 24 часа отлично справляется при постоянно включённом интернете.",1
г ...  Медленно работает,1
"дерьмо  Ужасный телефон, с первого дня виснет, не советую",1
Не очень распиздяйские,1
"Средний пздц Получила сегодня, пока все нормально Только без наушников, и камера ужасная, в остальном все ок",1
"бл Телефон купила сыну, он модель сам выбрал, говорит что очень удобный и комфортный. Лучше, чем был до этого, той же самой фирмы.",1
"Не советую, за такую цену можно и получше найти нах Не знаю даже, что может понравиться, может габариты Батарея быстро садится, немного зависает, функция назад, не очень удобно сделано, когда играешь, невозможно нажать назад, т. к. нажимаешь на игру",1
"Плохой. хер.. Аккуратный вид. Сенсорное реагирование вообще низкое, нажимаешь на одно, выскакивает другое, долго загружает даже панель управления не то, что поиск в интернете.
Телефон только для звонков, и то надо постараться попасть на правильного абонента.",1
